Produit,NoteP,NoteC,Pays,Commentaire
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,Capacité 58.5 Go au lieu des 64 Go annoncés. Clé branchée sur une prise USB3  la vitesse de transfert tourne autour 5 Mo/sec avec un pic initial à 40 Mo/sec. Aucune autre tache effectuée pendant la copie du fichier video. Déçu! Le même fichier copié sur le même PC avec une autre clé SanDisc Ultra affiche affiche en continu 44 Mo/sec. C'est nettement plus rapide. (PC sous Winows 10 à 64 bits  Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz  RAM 32 Go) 
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,La taille de la clé usb d'une capacité de 128 Go est plus ou moins respecter. Par contre  la vitesse de transmission des fichiers est extrêmement lente !! pour un fichier de 50Go il me demande 3h45 pour une clé usb de soit disant 3.0 ??  C'est beaucoup trop lent !!
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,Temps de transfert assez long entre deux disques externes  7 min pour un fichier de 1 Go
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,Clé de marque Philips ! Donc de qualité  rien à redire. Sauf le prix pour seulement 128gb mais bon  la qualité est là. Le design de la clé est aussi très élégant mais comme c'est du plastique  on peut vite la casser.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,A voir dans le temps  si elle est résistante
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,Je me permet de mettre étoiles car je n'ai pas encore assez de recul pour savoir si ces clé son bien
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,Je suis mitigée. Je suis très contente car j'avais besoin de stocker beaucoup de photos pour mon travail. Donc avec 128GB j'avais de quoi faire. Cependant le temps pour copier les photos de l'ordinateur a la clé USB est tellement loooooooong.... Même juste faire pivoter une photo d'un quart de tour ça prend au moins une minute!! Je ne suis pas certaine que cela soit normal. Je vais voir pour la retourner car elle me fait perdre trop de temps.... Dommage  moi qui pensais avoir trouvé le top du top...!
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,"Bon rapport qualité prix" comme on dit couramment pour un produit médiocre (15e pour 128g). Il m'a fallu toute une après-midi (5 à 6 heures) pour remplir cette clé avec seulement 58 go... Il s'agit pour moi d'une clé de sauvegarde supplémentaire  donc cela ne me gêne pas trop mais je la déconseille pour les gens pressés.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,3,France,USB 2.... Pas cher mais wow. Super lent quand on est habitué q l'USB 3
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,128go*  117go de libre et disponible  a peine branché.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Bon produit
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,rapide pour pc
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Fait le job
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,j ai testé la 64 go sous linux en usb3 avec l utilitaire disque avec une taille d échantillon de 1mo x100échantillon vitesse de lecture moyen 122 mo/s latence 1 72 ms ............. c est dans les clous (sur usb2 j ai fait 37mo/s normal !) satisfait du prix et trés satisfait de la lecture comparé a d autre clé qui tourne a 12mo/s
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Utilisée pour stocker des films   branchée sur ma box. Accès sans soucis une fois formatée en ntfs pour les films en HD. Bon rapport qualité prix
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Ce que j'apprécie dans cette clé USB Philips c'est qu'elle est solide comparé à certaines clés qui s'autodégrale toute seule pour le moment ça tient la route
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Fonctionne parfaitement  m'annonce juste une capacité de 234 Go pour un produit affiché à 256 Go.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Une clé USB comme les autres
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,4,France,Bonne clef   pratique et peu encombrante
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,J'ai acheté la clé USB Philips USB 3.0 256 Go Snow Edition Spring Green et je suis très satisfait de cet achat. La clé USB a une capacité de stockage élevée de 256 Go  ce qui me permet de stocker tous mes fichiers importants.  La clé USB a également une vitesse de transfert rapide grâce à la technologie USB 3.0  ce qui est très pratique pour transférer des fichiers volumineux rapidement.  J'aime beaucoup le design élégant et coloré de la clé USB Snow Edition Spring Green  qui est facilement identifiable parmi mes autres clés USB.  Enfin  la clé USB est très résistante et de haute qualité  ce qui est un plus pour moi.  En conclusion  je recommande vivement la clé USB Philips USB 3.0 256 Go Snow Edition Spring Green à toute personne à la recherche d'une clé USB rapide  spacieuse et élégante.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Cette clé est très performante pour le prix. le voyant indispensable à mes yeux est bien présent c'est vraiment un plus actuellement! L'anneau du boîtier plastique ne semble pas très solide cependant.
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Clé USB très pratique. Utiliser ici pour le stockage de photos
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Bonjour  je n'ai pasxencore utilisé cette clé  mais compte tenu de la marque il y a peu de risques. La livraison a été effectuée dans les délais
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Merci
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Bien conçu  prix agréable  rapide   utilisée pour mettre a jour le GPS de mon véhicule. Je recommande
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,La clé semble de bonne facture  le stockage annoncé est respecté et elle est déjà formaté lors de la réception
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Très bien grande capacité pour un petit prix
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,ras super bon stockage
Philips USB 3.0 256 Go Snow Edition Spring Green,4.3,5,France,Clé USB faisait ce qu'elle doit faire !
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Je ne comprend pas comment ma première commande c'est bien passé pour la me retrouvé avec une commande désastreuse   je commande 96 capsules ( ce qui est déjà une ' fausse information ' car vous aurez ici 96 capsules oui mais pour la boisson il faut deux capsules donc 48 boissons au total et non pas 96 )   et enfin au lieux de 6 bôites pour le prix j'en ai reçu qu'une et dans quel état.... abîmé de partout   écraser je ne comprend tout simplement pas j'aimerais un remboursement mais impossible et contacter le vendeur n'as visiblement aucun effet alors je vous écris ici a vous les vendeurs qui ose manipuler les informations et arnaquer les personnes vous êtes des déchets humain . quand a ceux qui pensent commande passé votre chemin vraiment ... ou faites attentions au vendeur ! voila des bisous tout le monde :)
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Les capsules ne rentrent pas dans ma cafetière Nesprosso et Amazon ne veut pas les échanger.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Je suis un peu déçue... Ça n'a a pas le même goût que celle acheté en magasin Le goût est vraiment plus léger... Après se sont les normes deutch /germanie  Ceci explique cela
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Commande du lot de 6x16 dosettes et reçu une boîte de 16 dosettes !!!!!!!!!!!! pour presque 27 euros.... ça fait cher le café.. J'ai bien vérifié l'annonce..il est bien écrit lot de 6 boîtes alors j'attends un remboursement total
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Il manque des capsules
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Produit non conforme à la description  j'aurai du recevoir 6 boîtes et j'en ai reçu 1. Contacté le vendeur qui me dit que l'annonce était pour une boîte et non 6 . Qu'il a contacté Amazon mais qu'il ne peut pas changer l'annonce. Donc il me propose le remboursement dès frais de port. Passez votre chemin  annonce sans intérêt et mensongère.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,J'ai commandé ce produit 6 paquets de café  96 capsules. Aujourd'hui  j'ai reçu un paquet avec 1 paquet de café à l'intérieur  16 capsules. Je ne recommande pas.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Galatic center est à fuir ! Je suis actuellement en litige avec eux et je n’ai pas eu de réponses. Recevoir 2 boîtes pour plus de 30€ au lieu de 2 lors de 6 boîtes comme c’était indiqué dans la description ! Continuez de prendre les gens pour de pigeons c’est bien !!!
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,j ai recu une seule boite alors que c est u pacque de -6
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,1,France,Produits acheté 2 fois  les 2 fois je nais eu que 1 seule boîte  dommage
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,France,Pas terrible en goût  se laisse boire sans plus
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,France,Je préfère nettement mon capuchino classique il a plus de goût que celui là Je regrette l'achat
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,France,Ce que je n'ai pas aimé c'est plusieurs dosettes sans café !!! Je ne suis vraiment pas content de cet achat
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,France,Première fois que je goûte ce produit et je dois dire que je suis assez déçu ... Cela à un goût d"eau .... Je ne rachèterai pas !!
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,Royaume-Uni,Taste horrible and bitter. I'm sorry I bought 3 boxes and now I have to tolerate it or add cream on top to drink it.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,Royaume-Uni,Very expensive  lacking in coffee  just. tastes like sweet water with a hint of caramel and a hint of coffee. Extremely disappointed.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,Royaume-Uni,I couldn't detect even a hint of caramel. I had to sweeten to taste. Very bland and I'm disappointed.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,États-Unis,I think the caramel feels not as good maybe too sweet for my preference but the coffee without it is just fine
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,États-Unis,Don’t fit Kuroshio coffee pots didn’t know this 😬
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,2,États-Unis,I bought this flavor since I had been buying the plain macchiato and adding caramel syrup. I do not care for the taste of this one  though. The flavoring seems more like coconut than caramel and it is a thinner consistency than the other drinks with milk pods that I've tried. I would not purchase it again.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,Dans ma première boîte ouverte sur 12 capsules seulement six étaient au caramel. Normalement cela devait être 12/12. J’espère que les autres ne sont pas pareil.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,Tree bon qualité prix j'espèrais quand même sentir plus le goût du caramel.  Et comme j'ai signalé sur d'autre. Produit attention il y a des mites alimentaires qui se glisse dans les boîtes !
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,La commande a été livré correctement certes  mais concernant le gout je m’y attendais pas beaucoup j’ai l’impression de boire de l’eau. C’est dommage. Sinon très bien enfermer dans le paquet  très bien présenter et les nombre des 96 dosages sont respectés.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,Rien à voir avec celle de Starbucks..... beaucoup moins de saveur !
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,Bon produit
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,France,Bon mais un peu trop sucré à mon goût. Je préfère le latte macchiato original.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,États-Unis,It is drinkable  but I want better! I don’t think I would buy again. Maybe worth a try. I like good coffee!
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,États-Unis,Dear Amazon. As you see from my orders i love this coffee. From the beginning of Dec. 2018 I have ordered 6 times. I was going to let this go but being shorted pods keep hapoening. In that time i have been minus 5 of the coffee pods. I have 5 milk pods and no coffe pods to go with them. This is has happened over the last couple months. That equals almost a whole box off coffee. There is 8 coffee pods and 8 milk pods in a box. Not sure how to remedy this but this is happening to often. I love this coffee but this is and expensive lose.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,Royaume-Uni,Cheeky if amazon to vastly inflate the price on these because of corona virus lockdown but beggars can’t be choosers. They taste ok but not worth a premium over the basic latte pods - save yourself the money and buy a bottle of monin syrup and add that instead - it’s what the pros use after all!
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,3,Canada,Products great but I only got one of my three packs. Ordered the 48 capsule one. Got 16
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,A choisir je préfère celui marqué starbuck mais celui ci est assez bon
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,Je recommande cet article. Qualité prix et livraison rapide
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,Petit dejeuner irremplacable en alternance avec starbuck
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,Goût très sympa qui fait vraiment penser à du Starbucks.
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,Produit bien reçu en très bon état le goût est bien là ça permet de faire les réserves et le prix est largement plus avantageux qu'en magasin je recommande
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,J.en suis contente par contre au niveau goût on ne sent très peu le goût de caramel . Mais au niveau prix vous êtes un peu cher pour des 16 capsules ; Car malheureusement je ne la trouve ni à inter et leclerc   donc je ne peux pas faire autrement . Car en commerce une bt de 16 capsules je ne la paye que 4.25€ au lieu de 9.99€ chez vous j.en suis désolée
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,j'ai bien aimée le gout de l'on découvre du caramel
Nescafé Dolce Gusto Latte Macchiato Caramel - Café Gourmand - 96...,4.7,4,France,Produits identiques à ceux vendus dans le commerce. Boîte conforme à la description ATTENTION aux quantités reçu car différentes des quantités annoncées. Du coup le rapport quantité prix devient exorbitant. Bon contact avec le vendeur  offre annulée et remboursement effectué.
